profil_id,age,sexe,region,serie_bac,moyenne_generale,note_mathematiques,note_physique_chimie,note_svt,note_francais,note_malgache,note_anglais,note_histoire_geo,note_philosophie,note_economie,note_informatique,note_arts,note_eps,matieres_preferees,competences_declarees,centres_interet,activites_projets,preferences_professionnelles,environnement_travail_recherche,mention_recommandee,parcours_recommande,parcours_recommande_nom,profil_ambigu,parcours_alternatif_plausible
P00974,19,M,Itasy,A1,9.66,7.9,7.7,8.2,8.9,10.5,11.7,11.8,10.3,10.4,9.3,10.5,8.7,Anglais; Histoire_Geo; Malgache,autonomie; créativité; gestion environnementale de sites touristiques; esprit d'équipe; langues étrangères; management hôtelier et restauration; sens de l'organisation,Gastronomie; Bénévolat associatif,a organisé un voyage ou un événement pour son groupe d'amis; pratique un sport en club depuis plusieurs années,Chef de produit touristique; Organisateur d'événements (MICE),Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",False,
P00975,20,M,Atsimo-Atsinanana,S,13.85,18.3,13.6,16.4,14.2,12.0,12.4,12.9,9.3,16.2,14.6,14.4,11.9,Economie; Mathematiques; SVT,rigueur; créativité; sens de l'organisation; machine learning et deep learning; esprit d'équipe,Programmation,a monté et dépanné des ordinateurs pour son entourage,Analyste Big Data,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00976,18,F,Melaky,C,12.8,14.5,14.3,10.4,12.3,11.1,13.9,13.8,12.5,14.8,10.5,13.5,12.0,Anglais; Histoire_Geo; Mathematiques; Physique_Chimie,rigueur; persévérance; pilotage et planification de projets; curiosité,Économie; Entrepreneuriat; Musique,a participé à un club de débat ou un simulacre de procès au lycée; s'intéresse à l'actualité économique et suit des chaînes d'information; participe à des activités associatives ou de bénévolat,Planificateur stratégique,Bureau/Numérique,Droit et Techniques des Affaires,EMP,Économie et Management de Projet,False,
P00977,20,F,Sofia,S,10.04,10.4,11.3,10.8,9.7,8.6,8.8,8.9,9.1,11.7,10.2,11.2,9.8,Arts; Economie; Physique_Chimie,administration de bases de données; machine learning et deep learning; sens de l'organisation; rigueur; sens de l'observation; esprit d'analyse,Jeux vidéo; Programmation; Musique,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel,Ingénieur Machine Learning,Bureau/Numérique,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",True,IGGLIA
P00978,18,M,Diana,A2,14.0,10.0,14.1,13.2,15.4,13.8,13.2,15.6,12.8,16.9,17.6,11.1,14.3,EPS; Economie; Francais; Histoire_Geo; Informatique,esprit d'analyse; autonomie; persévérance; esprit d'équipe; gestion d'entreprise,Entrepreneuriat; Actualité et politique; Bénévolat associatif,gère les comptes d'une association d'élèves; pratique un sport en club depuis plusieurs années,Responsable export; Responsable commercial,Bureau/Numérique,Droit et Techniques des Affaires,CAA,Commerce et Administration des Affaires,False,
P00979,19,M,Androy,C,11.08,13.4,12.4,10.2,11.2,12.0,7.9,10.6,11.2,12.5,8.5,12.0,11.1,Economie; Malgache; Mathematiques; Physique_Chimie,autonomie; calcul de structures (RDM); gestion de chantier; esprit d'équipe; conception architecturale (AutoCAD/ArchiCAD); curiosité,Construction; Urbanisme,a réalisé des maquettes ou des plans de construction pour un projet scolaire,Ingénieur en génie civil; Urbaniste,Bureau d'études,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P00980,18,M,Itasy,D,11.1,11.7,12.5,11.2,9.8,11.4,9.0,9.9,15.0,10.2,8.6,11.9,12.0,Arts; EPS; Philosophie; Physique_Chimie,phytochimie; persévérance; pharmacologie; autonomie,Environnement; Santé; Réseaux sociaux,aide régulièrement dans l'exploitation agricole familiale; a occupé un petit job ou une activité rémunérée pendant les vacances,Chercheur en phyto-médicaments,Laboratoire/Recherche,Biotechnologie et Agronomie,PIP,Pharmacologie et Industries Pharmaceutiques,False,
P00981,18,F,Menabe,D,10.22,9.0,8.9,9.6,11.1,11.6,8.9,10.3,11.1,11.1,9.3,11.5,10.2,Arts; Francais; Malgache; Mathematiques,persévérance; rigueur; sens de l'organisation; comptabilité générale et analytique,Entrepreneuriat; Lecture,s'intéresse à l'actualité économique et suit des chaînes d'information,Trésorier d'entreprise; Contrôleur de gestion,Bureau/Numérique,Droit et Techniques des Affaires,FIC,Finances et Comptabilité,False,
P00982,18,F,Bongolava,S,12.31,14.2,12.9,12.1,11.3,11.9,9.8,12.2,12.5,13.1,14.3,10.2,13.2,EPS; Economie; Informatique; Mathematiques,esprit d'analyse; gestion de projets informatiques; esprit d'équipe,Réseaux sociaux et numérique; Musique,a participé à un club informatique ou de robotique au lycée; a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne,Développeur Full-Stack (Web & Mobile),Mixte/Itinérant,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00983,20,F,Melaky,L,15.02,12.7,12.3,14.6,16.4,15.5,16.2,17.5,17.8,12.0,15.8,13.9,15.5,Anglais; Francais; Histoire_Geo; Philosophie,aisance relationnelle; esprit d'analyse; droit des contrats et des sociétés; rédaction d'actes juridiques; droit foncier et minier; persévérance; rigueur,Économie; Actualité et politique,gère les comptes d'une association d'élèves; participe à des activités associatives ou de bénévolat,Responsable des ressources humaines (volet juridique); Juriste d'affaires; avoir un poste à responsabilités,Bureau/Numérique,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,False,
P00984,17,F,Haute Matsiatra,S,10.85,14.1,9.9,13.2,8.5,8.7,9.7,9.1,12.2,10.8,13.9,9.4,10.7,Informatique; Mathematiques; Philosophie; SVT,rigueur; sens de l'organisation; machine learning et deep learning; traitement de données massives (Big Data); analyse statistique et probabilités appliquées,Réseaux sociaux et numérique,a participé à un club informatique ou de robotique au lycée; a monté et dépanné des ordinateurs pour son entourage,Statisticien financier; Ingénieur Machine Learning,Mixte/Itinérant,Informatique et Télécommunications,ISAIA,"Informatique, Statistique Appliquée et Intelligence Artificielle",False,
P00985,20,F,Atsinanana,L,15.63,12.9,15.4,13.2,19.5,16.6,14.0,19.0,17.3,14.2,13.1,16.1,16.3,EPS; Francais; Histoire_Geo; Malgache; Philosophie,esprit d'analyse; gestion financière prévisionnelle; droit foncier et minier; rigueur; esprit d'équipe; persévérance; pilotage et planification de projets,Actualité et politique,a organisé une petite activité commerciale ou un projet associatif; gère les comptes d'une association d'élèves,Expert en contentieux d'affaires; Responsable des ressources humaines (volet juridique),Contact clientèle/Relationnel,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,True,EMP
P00986,20,F,Atsinanana,S,14.34,17.1,16.4,13.3,12.8,11.7,14.6,10.9,11.6,15.9,15.2,18.0,14.6,Arts; Economie; Informatique; Mathematiques; Physique_Chimie,sens de l'observation; esprit d'analyse; géotechnique,Architecture; Réseaux sociaux,aime dessiner des plans de maisons ou des croquis d'aménagement; a visité un chantier de construction dans le cadre d'un stage d'observation; participe à des activités associatives ou de bénévolat,Entrepreneur en BTP,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P00987,20,F,Atsimo-Atsinanana,C,11.53,13.6,13.3,11.2,9.1,11.7,14.2,11.0,10.6,9.3,13.1,10.1,11.2,Anglais; Mathematiques; Physique_Chimie,sens de l'observation; gestion de production industrielle; électronique de puissance; créativité; persévérance,Électronique; Industrie; Sport,a effectué un stage d'observation dans un atelier ou une usine; a démonté et réparé des appareils électroménagers ou mécaniques par curiosité; a occupé un petit job ou une activité rémunérée pendant les vacances,Ingénieur en électrotechnique; Ingénieur en bureau d'études mécanique,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P00988,17,F,Atsimo-Atsinanana,D,13.42,13.9,13.5,12.7,13.7,11.7,12.9,14.8,11.7,12.1,14.8,14.3,14.9,EPS; Histoire_Geo; Informatique; Philosophie,esprit d'équipe; zootechnie et pisciculture; productions végétales et animales; agroécologie et agriculture biologique; curiosité,Santé; Sport,aide régulièrement dans l'exploitation agricole familiale; s'occupe d'un petit élevage ou d'un jardin potager; participe à des activités associatives ou de bénévolat,Consultant en agroécologie,Terrain/Extérieur,Biotechnologie et Agronomie,AEE,Agriculture et Élevage,False,
P00989,19,F,Menabe,C,9.57,10.3,9.4,11.5,8.2,9.0,8.6,9.2,8.8,8.7,11.2,10.2,9.7,Arts; EPS; Informatique; Mathematiques; SVT,curiosité; sens de l'organisation; rigueur; calcul de structures (RDM); conception architecturale (AutoCAD/ArchiCAD); esprit d'équipe,Dessin et design; Bénévolat associatif,a réalisé des maquettes ou des plans de construction pour un projet scolaire; a visité un chantier de construction dans le cadre d'un stage d'observation,Conducteur de travaux; Entrepreneur en BTP,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P00990,19,F,Anosy,S,10.39,13.8,10.8,9.1,10.0,11.4,10.0,8.7,10.0,10.1,7.4,11.8,11.6,Arts; EPS; Malgache; Mathematiques,aisance relationnelle; sens de l'organisation; calcul de structures (RDM),Dessin et design; Architecture,a réalisé des maquettes ou des plans de construction pour un projet scolaire,Ingénieur en génie civil,Chantier/BTP,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P00991,20,M,Atsimo-Atsinanana,D,14.88,18.1,18.6,15.8,15.1,14.5,12.0,14.6,14.9,13.9,15.1,13.7,12.2,Histoire_Geo; Mathematiques; Physique_Chimie,"aisance relationnelle; automatismes (Grafcet, automates); curiosité; sens de l'organisation; créativité",Bricolage; Industrie; Musique,a participé à un club de robotique ou de modélisme; a démonté et réparé des appareils électroménagers ou mécaniques par curiosité; a occupé un petit job ou une activité rémunérée pendant les vacances,Responsable de production en usine,Terrain/Extérieur,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P00992,18,F,Boeny,A2,14.07,11.7,14.2,12.2,11.9,13.1,15.8,13.8,11.7,13.0,16.7,19.8,14.9,Anglais; Arts; Informatique,design UI/UX; aisance relationnelle; curiosité; rigueur; production et montage audiovisuel; créativité,Robotique; Réseaux sociaux,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a occupé un petit job ou une activité rémunérée pendant les vacances,Webmaster; avoir un poste à responsabilités,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P00993,19,M,Sava,C,16.88,16.9,17.8,18.0,18.1,16.2,14.6,16.5,19.0,17.6,17.7,15.5,14.7,Francais; Philosophie; Physique_Chimie; SVT,développement full-stack; notions d'intelligence artificielle; sens de l'organisation; rigueur,Programmation; Technologie; Lecture,a monté et dépanné des ordinateurs pour son entourage; participe à des activités associatives ou de bénévolat,Ingénieur en génie logiciel,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00994,18,F,Atsimo-Andrefana,D,9.66,11.5,11.3,7.5,8.1,9.7,9.2,7.8,10.4,7.6,14.5,10.9,7.4,Informatique; Mathematiques; Physique_Chimie,"sens de l'organisation; autonomie; créativité; conception logicielle (UML, Merise)",Jeux vidéo; Musique,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; a monté et dépanné des ordinateurs pour son entourage,Expert en transformation digitale; créer sa propre entreprise,Bureau/Numérique,Informatique et Télécommunications,IGGLIA,"Informatique de Gestion, Génie Logiciel et Intelligence Artificielle",False,
P00995,18,F,Betsiboka,A2,13.19,12.9,13.1,13.5,16.7,10.1,15.3,14.3,12.5,10.1,13.4,12.7,13.7,Anglais; Francais; Histoire_Geo,esprit d'analyse; management hôtelier et restauration; gestion environnementale de sites touristiques; langues étrangères; créativité,Cultures du monde; Langues étrangères; Réseaux sociaux,a organisé un voyage ou un événement pour son groupe d'amis; a effectué un stage d'observation dans un hôtel ou une agence de voyage,Manager d'agence de voyage; Gestionnaire de sites protégés,Mixte/Itinérant,Tourisme,TEH,"Tourisme, Environnement et Hôtellerie",True,
P00996,20,M,Sava,D,14.62,16.6,19.2,13.9,12.3,12.6,15.0,13.7,14.5,14.4,14.6,15.7,12.9,Anglais; Mathematiques; Physique_Chimie,"persévérance; maintenance hardware et microcontrôleurs; administration de réseaux (GSM, TCP/IP); rigueur; curiosité; systèmes embarqués et IoT",Jeux vidéo; Technologie,a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a participé à un club informatique ou de robotique au lycée,Ingénieur en télécommunications; créer sa propre entreprise,Bureau/Numérique,Informatique et Télécommunications,ESIIA,"Électronique, Systèmes Informatiques et Intelligence Artificielle",False,
P00997,18,F,Atsimo-Andrefana,C,10.97,8.5,9.4,7.3,12.0,12.5,11.7,11.4,11.0,9.9,13.1,14.1,10.7,Arts; Informatique; Malgache,aisance relationnelle; notions d'intelligence artificielle; développement web et mobile multimédia; rigueur,Réseaux sociaux et numérique,a suivi un tutoriel en ligne de programmation et créé un petit site web personnel; a monté et dépanné des ordinateurs pour son entourage,UX/UI Designer; Développeur multimédia; travailler à l'international,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",True,IGGLIA
P00998,18,F,Vakinankaratra,S,13.08,11.5,13.8,14.8,13.9,11.9,12.7,11.7,9.5,12.1,14.3,15.0,15.8,Arts; EPS; SVT,créativité; développement web et mobile multimédia; esprit d'équipe; persévérance; sens de l'observation,Robotique; Sport,a monté et dépanné des ordinateurs pour son entourage; a créé un compte de jeu vidéo compétitif et anime une petite communauté en ligne; a occupé un petit job ou une activité rémunérée pendant les vacances,Développeur multimédia; Spécialiste en communication digitale / Community Manager,Bureau/Numérique,Informatique et Télécommunications,IMTICIA,"Informatique Multimédia, Technologie de l'Information et de la Communication et Intelligence Artificielle",False,
P00999,19,F,Sofia,A1,12.79,14.9,12.8,12.9,14.4,12.8,14.2,11.5,11.8,12.0,13.5,11.5,11.2,Anglais; Francais; Informatique; Mathematiques; SVT,maintenance industrielle pluridisciplinaire; esprit d'analyse; curiosité; gestion de production industrielle; électronique de puissance; sens de l'organisation; créativité,Électronique; Mécanique,a effectué un stage d'observation dans un atelier ou une usine; participe à des activités associatives ou de bénévolat,Ingénieur en bureau d'études mécanique; avoir un métier stable,Atelier/Industriel,Génie Industriel,EMII,Électromécanique et Informatique Industrielle,False,
P01000,19,M,Atsimo-Andrefana,D,12.48,14.9,14.8,10.9,10.6,12.1,12.6,11.5,13.5,11.0,12.2,13.1,12.6,Mathematiques; Philosophie; Physique_Chimie,géotechnique; sens de l'observation; créativité; calcul de structures (RDM); autonomie,Construction; Architecture; Lecture,a réalisé des maquettes ou des plans de construction pour un projet scolaire; pratique un sport en club depuis plusieurs années,Ingénieur en génie civil; Urbaniste,Bureau d'études,Génie Civil et Architecture,GCA,Génie Civil et Architecture,False,
P01001,20,M,Betsiboka,C,11.53,11.2,11.7,8.6,14.2,15.6,10.9,13.9,10.7,10.5,9.0,11.2,10.9,Francais; Histoire_Geo; Malgache; Mathematiques; Physique_Chimie,rigueur; autonomie; esprit d'équipe; droit des contrats et des sociétés,Économie; Lecture,gère les comptes d'une association d'élèves; a occupé un petit job ou une activité rémunérée pendant les vacances,Responsable des ressources humaines (volet juridique); Juriste d'affaires; avoir un poste à responsabilités,Contact clientèle/Relationnel,Droit et Techniques des Affaires,DTJA,Droit et Techniques Juridiques des Affaires,False,
